PF031	SAMEA10944174
PF033	SAMEA10944176
PF037	SAMEA10944180
PF040	SAMEA10944183
PF042	SAMEA10944185
PF044	SAMEA10944187
PF046	SAMEA10944189
PF048	SAMEA10944191
PF050	SAMEA10944193
PF052	SAMEA10944195
PF054	SAMEA10944197
PF058	SAMEA10944201
PF060	SAMEA10944203
PF062	SAMEA10944205
PF064	SAMEA10944207
PF066	SAMEA10944209
PF068	SAMEA10944211
PF070	SAMEA10944213
PF072	SAMEA10944215
PF074	SAMEA10944217
PF077	SAMEA10944220
PF078	SAMEA10944221
PF079	SAMEA10944222
PF080	SAMEA10944223
PF081	SAMEA10944224
PF082	SAMEA10944225
PF083	SAMEA10944255
PF084	SAMEA10944256
PF085	SAMEA10944257
PF086	SAMEA10944258
PF087	SAMEA10944259
PF088	SAMEA10944260
PF089	SAMEA10944261
PF090	SAMEA10944262
PF091	SAMEA10944263
PF093	SAMEA10944265
PF094	SAMEA10944266
PF097	SAMEA10944269
PF098	SAMEA10944270
PF099	SAMEA10944271
PF100	SAMEA10944272
PF101	SAMEA10944273
PF102	SAMEA10944274
PF103	SAMEA10944275
PF104	SAMEA10944276
PF105	SAMEA10944277
PF106	SAMEA10944278
PF107	SAMEA10944279
PF108	SAMEA10944280
PF109	SAMEA10944281
PF110	SAMEA10944282
PF111	SAMEA10944283
PF112	SAMEA10944284
PF113	SAMEA10944285
PF114	SAMEA10944286
PF115	SAMEA10944287
PF116	SAMEA10944288
PF117	SAMEA10944289
PF118	SAMEA10944290
PF119	SAMEA10944291
PF120	SAMEA10944292
PM001	SAMEA10944293
PM002	SAMEA10944294
PM003	SAMEA10944295
PM004	SAMEA10944296
PM005	SAMEA10944297
PM006	SAMEA10944298
PM007	SAMEA10944299
PM008	SAMEA10944300
PM009	SAMEA10944301
PM010	SAMEA10944302
PM011	SAMEA10944303
PM012	SAMEA10944304
PM013	SAMEA10944305
PM014	SAMEA10944306
PM015	SAMEA10944307
Benni_multifloret	SAMEA10944379
Cook	SAMEA10944377
TRI_10177	SAMEA10944065
TRI_10200	SAMEA10944398
TRI_10238	SAMEA10944365
TRI_10359	SAMEA10944005
TRI_10384	SAMEA10944363
TRI_10401	SAMEA10944336
TRI_11108	SAMEA10944355
TRI_11131	SAMEA10944342
TRI_11213	SAMEA10944397
TRI_11460	SAMEA10944393
TRI_11465	SAMEA10944352
TRI_11469	SAMEA10944358
TRI_11475	SAMEA10944344
TRI_11742	SAMEA10944390
TRI_11849	SAMEA10944341
TRI_11858	SAMEA10944009
TRI_11938	SAMEA10944011
TRI_11952	SAMEA10944088
TRI_11996	SAMEA10944143
TRI_12340	SAMEA10944339
TRI_13013	SAMEA10944360
TRI_13056	SAMEA10944381
TRI_13099	SAMEA10944104
TRI_13101	SAMEA10944044
TRI_13205	SAMEA10944394
TRI_13335	SAMEA10944108
TRI_13492	SAMEA10944368
TRI_13528	SAMEA10944061
TRI_13625	SAMEA10944114
TRI_14170	SAMEA10944380
TRI_14870	SAMEA10944384
TRI_14915	SAMEA10944369
TRI_14924	SAMEA10944366
TRI_14977	SAMEA10944362
TRI_14981	SAMEA10944354
TRI_15148	SAMEA10944110
TRI_15180	SAMEA10944382
TRI_15185	SAMEA10944133
TRI_16039	SAMEA10944024
TRI_16450	SAMEA10944121
TRI_16635	SAMEA10944388
TRI_16719	SAMEA10944059
TRI_16936	SAMEA10944389
TRI_17255	SAMEA10944046
TRI_17391	SAMEA10944375
TRI_17911	SAMEA10944396
TRI_19343	SAMEA10944346
TRI_19770	SAMEA10944340
TRI_19927	SAMEA10944395
TRI_20980	SAMEA10944082
TRI_21088	SAMEA10944123
TRI_21125	SAMEA10944129
TRI_21197	SAMEA10944013
TRI_21330	SAMEA10944078
TRI_21585	SAMEA10944361
TRI_21830	SAMEA10944392
TRI_21852	SAMEA10944370
TRI_21888	SAMEA10944391
TRI_22417	SAMEA10944386
TRI_23018	SAMEA10944371
TRI_23573	SAMEA10944374
TRI_23634	SAMEA10944100
TRI_23706	SAMEA10944356
TRI_23795	SAMEA10944349
TRI_24059	SAMEA10944067
TRI_24153	SAMEA10944063
TRI_24301	SAMEA10944069
TRI_24575	SAMEA10944007
TRI_24604	SAMEA10944017
TRI_24963	SAMEA10944090
TRI_24987	SAMEA10944338
TRI_25899	SAMEA10944001
TRI_27364	SAMEA10944372
TRI_29441	SAMEA10944357
TRI_9326	SAMEA10944015
TRI_9878	SAMEA10944364
TRI_9993	SAMEA10944106
TRI_9781	SAMEA10944651
TRI_9782	SAMEA10944652
TRI_9814	SAMEA10944653
TRI_9815	SAMEA10944654
TRI_10049	SAMEA10944656
TRI_10139	SAMEA10944711
TRI_10166	SAMEA10944657
TRI_10169	SAMEA10944658
TRI_10179	SAMEA10944659
TRI_10182	SAMEA10944712
TRI_10247	SAMEA10944713
TRI_9332	SAMEA10944636
TRI_9927	SAMEA10944710
TRI_9978	SAMEA10944655
TRI_10356	SAMEA10944662
TRI_10357	SAMEA10944663
TRI_10373	SAMEA10944714
TRI_10408	SAMEA10944664
TRI_10471	SAMEA10944665
Inia_66	SAMEA10944347
TRI_1017	SAMEA10944086
TRI_1111	SAMEA10944003
TRI_1136	SAMEA10943999
TRI_1183	SAMEA10944040
TRI_123	SAMEA10944030
TRI_1251	SAMEA10944084
TRI_1387	SAMEA10944050
TRI_1586	SAMEA10944052
TRI_160	SAMEA10944034
TRI_1621	SAMEA10944367
TRI_1710	SAMEA10944112
TRI_21	SAMEA10944042
TRI_2404	SAMEA10943997
TRI_313	SAMEA10944054
TRI_3393	SAMEA10944353
TRI_3812	SAMEA10944098
TRI_4495	SAMEA10944385
TRI_4508	SAMEA10944080
TRI_4642	SAMEA10944139
TRI_4767	SAMEA10944032
TRI_5012	SAMEA10944028
TRI_5807	SAMEA10944373
TRI_6349	SAMEA10944125
TRI_6377	SAMEA10943995
TRI_6421	SAMEA10944026
TRI_6462	SAMEA10944092
TRI_6487	SAMEA10944020
TRI_6610	SAMEA10944343
TRI_6790	SAMEA10944359
TRI_7040	SAMEA10944048
TRI_7366	SAMEA10944119
TRI_7368	SAMEA10944094
TRI_7374	SAMEA10944387
TRI_7432	SAMEA10944073
TRI_7597	SAMEA10944351
TRI_7873	SAMEA10944383
TRI_7993	SAMEA10944127
TRI_8014	SAMEA10944071
TRI_8038	SAMEA10944022
TRI_8054	SAMEA10944348
TRI_8117	SAMEA10944337
TRI_8304	SAMEA10944102
TRI_9379	SAMEA10944378
TRI_9555	SAMEA10944141
TRI_9666	SAMEA10944131
TRI_1401	SAMEA10944552
TRI_1414	SAMEA10944721
TRI_1458	SAMEA10944553
TRI_1474	SAMEA10944715
TRI_1479	SAMEA10944716
TRI_159	SAMEA10944719
TRI_1631	SAMEA10944554
TRI_1634	SAMEA10944717
TRI_180	SAMEA10944666
TRI_197	SAMEA10944677
TRI_285	SAMEA10944698
TRI_344	SAMEA10944539
TRI_370	SAMEA10944540
TRI_387	SAMEA10944541
TRI_1005	SAMEA10944542
TRI_1008	SAMEA10944720
TRI_1024	SAMEA10944543
TRI_1081	SAMEA10944544
TRI_1139	SAMEA10944545
TRI_1205	SAMEA10944546
TRI_1229	SAMEA10944547
TRI_1243	SAMEA10944548
TRI_1289	SAMEA10944549
TRI_1322	SAMEA10944550
TRI_1340	SAMEA10944551
TRI_2519	SAMEA10944555
TRI_3377	SAMEA10944670
TRI_3341	SAMEA10944718
TRI_3343	SAMEA10944667
TRI_3348	SAMEA10944668
TRI_3364	SAMEA10944669
TRI_3382	SAMEA10944556
TRI_3389	SAMEA10944557
TRI_4597	SAMEA10944567
TRI_3687	SAMEA10944558
TRI_4256	SAMEA10944561
TRI_4269	SAMEA10944563
TRI_4617	SAMEA10944568
TRI_4618	SAMEA10944569
TRI_4258	SAMEA10944562
TRI_3808	SAMEA10944559
TRI_3810	SAMEA10944560
TRI_3701	SAMEA10944671
TRI_3702	SAMEA10944722
TRI_4606	SAMEA10944673
TRI_4526	SAMEA10944564
TRI_4527	SAMEA10944565
TRI_4651	SAMEA10944674
TRI_4659	SAMEA10944675
TRI_4669	SAMEA10944676
TRI_4671	SAMEA10944571
TRI_4687	SAMEA10944678
TRI_4721	SAMEA10944679
TRI_4740	SAMEA10944680
TRI_4751	SAMEA10944572
TRI_4772	SAMEA10944573
TRI_4788	SAMEA10944681
TRI_4793	SAMEA10944682
TRI_4798	SAMEA10944574
TRI_4801	SAMEA10944575
TRI_4808	SAMEA10944683
TRI_4815	SAMEA10944576
TRI_4840	SAMEA10944577
TRI_4883	SAMEA10944578
TRI_4893	SAMEA10944579
TRI_5400	SAMEA10944723
TRI_5468	SAMEA10944594
TRI_7014	SAMEA10944610
TRI_7015	SAMEA10944611
TRI_7048	SAMEA10944613
TRI_7051	SAMEA10944614
TRI_4632	SAMEA10944570
TRI_4588	SAMEA10944566
TRI_6471	SAMEA10944724
TRI_5136	SAMEA10944591
TRI_5164	SAMEA10944692
TRI_5206	SAMEA10944693
TRI_6376	SAMEA10944595
TRI_6382	SAMEA10944596
TRI_6389	SAMEA10944694
TRI_6655	SAMEA10944597
TRI_4959	SAMEA10944580
TRI_4970	SAMEA10944581
TRI_4984	SAMEA10944582
TRI_4987	SAMEA10944583
TRI_4997	SAMEA10944584
TRI_4999	SAMEA10944684
TRI_5025	SAMEA10944685
TRI_5054	SAMEA10944585
TRI_5065	SAMEA10944586
TRI_5066	SAMEA10944687
TRI_5075	SAMEA10944587
TRI_5080	SAMEA10944688
TRI_5082	SAMEA10944588
TRI_5085	SAMEA10944589
TRI_5096	SAMEA10944689
TRI_5102	SAMEA10944690
TRI_5108	SAMEA10944590
TRI_5115	SAMEA10944691
TRI_5230	SAMEA10944592
TRI_5239	SAMEA10944593
TRI_6895	SAMEA10944696
TRI_6897	SAMEA10944697
TRI_6899	SAMEA10944608
TRI_6840	SAMEA10944603
TRI_6867	SAMEA10944604
TRI_6868	SAMEA10944605
TRI_6870	SAMEA10944606
TRI_6874	SAMEA10944607
TRI_6948	SAMEA10944609
TRI_7329	SAMEA10944699
TRI_6726	SAMEA10944598
TRI_6740	SAMEA10944599
TRI_6747	SAMEA10944600
TRI_6750	SAMEA10944601
TRI_6765	SAMEA10944695
TRI_6775	SAMEA10944602
TRI_6830	SAMEA10944725
TRI_7375	SAMEA10944617
TRI_7409	SAMEA10944618
TRI_7462	SAMEA10944619
TRI_7464	SAMEA10944620
TRI_7606	SAMEA10944621
TRI_7702	SAMEA10944622
TRI_7716	SAMEA10944623
TRI_7719	SAMEA10944728
TRI_7884	SAMEA10944626
TRI_7888	SAMEA10944627
TRI_7893	SAMEA10944628
TRI_7560	SAMEA10944727
TRI_7818	SAMEA10944729
TRI_7821	SAMEA10944730
TRI_7838	SAMEA10944624
TRI_7875	SAMEA10944700
TRI_7876	SAMEA10944701
TRI_7877	SAMEA10944625
TRI_8058	SAMEA10944702
TRI_8070	SAMEA10944629
TRI_8075	SAMEA10944630
TRI_8079	SAMEA10944703
TRI_8116	SAMEA10944632
TRI_8121	SAMEA10944704
TRI_8134	SAMEA10944633
TRI_8280	SAMEA10944705
TRI_8299	SAMEA10944706
TRI_8441	SAMEA10944707
TRI_8455	SAMEA10944634
TRI_9365	SAMEA10944637
TRI_9366	SAMEA10944638
TRI_9367	SAMEA10944708
TRI_9397	SAMEA10944639
TRI_9433	SAMEA10944640
TRI_9460	SAMEA10944641
TRI_9323	SAMEA10944635
TRI_9520	SAMEA10944642
TRI_9522	SAMEA10944643
TRI_9569	SAMEA10944644
TRI_9604	SAMEA10944645
TRI_9625	SAMEA10944646
TRI_9656	SAMEA10944648
TRI_9661	SAMEA10944649
TRI_9664	SAMEA10944650
TRI_9679	SAMEA10944709
Savannah	Savannah
Semper	Semper
Slejpner	Slejpner
Soissons	Soissons
Solist	Solist
Sperber	Sperber
Stava	Stava
Symbol	Symbol
Toronto	Toronto
Tower	Tower
Trintella	Trintella
Xenos	Xenos
CF_99007	SAMEA10944319
Satyna	Satyna
Schamane	Schamane
Sheriff	Sheriff
Smaragd	Smaragd
Smuga	Smuga
Smuggler	Smuggler
Sobi	Sobi
Sokrates	Sokrates
Solehio	Solehio
Sophytra	Sophytra
SWHarnesk	SWHarnesk
SWHurtig	SWHurtig
SWSkotte	SWSkotte
SWTataros	SWTataros
SWTopper	SWTopper
Tarkus	Tarkus
Tonacja	Tonacja
Torkil	Torkil
Torrild	Torrild
Travix	Travix
Tuareg	Tuareg
Tukan	Tukan
Velocity	Velocity
Vitus	Vitus
Welford	Welford
Xantippe	Xantippe
Xi19	Xi19
Zappa	Zappa
Zeppelin	Zeppelin
